level_0,index,id,jid,jyear,jcase,jno,jdate_dt,jtitle,jtype,litigation_type,etl_datetime,source_id,source_cnt,source_id_v2,source_cnt_v2,精神慰撫金額,醫療費用,薪資收入
4288,288,430593,"SLDV,109,訴,596,20200617,1",109,訴,596,1592352000000,損害賠償,臺灣士林地方法院,民事判決,1688136019337,4288,1,4288,1,20萬元,nan,4萬8000元
4291,291,593117,"TNDV,109,訴,2035,20210324,1",109,訴,2035,1616544000000,損害賠償,臺灣臺南地方法院,民事判決,1688136019337,4291,1,4291,1,"200,000元","99,272元",nan
4293,293,597669,"TNEV,109,南簡,1627,20210128,1",109,南簡,1627,1611792000000,侵權行為損害賠償,臺南簡易庭,民事判決,1688136019337,4293,1,4293,1,"30,000元",515,nan
4294,294,805686,"TYEV,108,桃小,2542,20200227,1",108,桃小,2542,1582761600000,損害賠償,桃園簡易庭,民事判決,1688136019337,4294,1,4294,1,3萬元,"1,270元","3萬3,000元"
4295,295,31395,"CHDV,108,訴,152,20200529,2",108,訴,152,1590710400000,損害賠償,臺灣彰化地方法院,民事判決,1688136019337,4295,1,4295,1,20萬元,"8,545元",nan
4297,297,34380,"CHEV,108,彰簡,643,20191231,1",108,彰簡,643,1577750400000,損害賠償,彰化簡易庭,民事判決,1688136019337,4297,1,4297,1,"60,000元","7,855",nan
4298,298,77617,"CTDV,107,訴,346,20200730,1",107,訴,346,1596067200000,損害賠償,臺灣橋頭地方法院,民事判決,1688136019337,4298,1,4298,1,"300,000元","58,441元","11,534元"
4299,299,101825,"CYDV,109,訴,553,20201222,1",109,訴,553,1608595200000,損害賠償,臺灣嘉義地方法院,民事判決,1688136019337,4299,1,4299,1,"200,000元","20,296元","23,100元"
4300,300,112748,"FYEV,109,豐小,467,20201022,1",109,豐小,467,1603324800000,給付保險金,豐原簡易庭,民事判決,1688136019337,4300,1,4300,1,nan,nan,nan
4301,301,157478,"KLDV,109,訴,408,20201125,1",109,訴,408,1606262400000,損害賠償,臺灣基隆地方法院,民事判決,1688136019337,4301,1,4301,1,"0,000元","6,720元",nan
4302,302,217875,"KSEV,109,雄簡,556,20200609,1",109,雄簡,556,1591660800000,損害賠償,高雄簡易庭,民事判決,1688136019337,4302,1,4302,1,nan,nan,nan
4303,303,339545,"PCEV,109,板小,4242,20210223,1",109,板小,4242,1614038400000,侵權行為損害賠償,板橋簡易庭,民事判決,1688136019337,4303,1,4303,1,nan,nan,nan
4304,304,373042,"PTEV,109,屏小,238,20200805,1",109,屏小,238,1596585600000,損害賠償,屏東簡易庭,民事判決,1688136019337,4304,1,4304,1,nan,nan,nan
4305,305,404040,"SJEV,108,重小,3575,20191217,1",108,重小,3575,1576540800000,侵權行為損害賠償,三重簡易庭,民事判決,1688136019337,4305,1,4305,1,"30,000元","9,064元",nan
4307,307,512627,"TCDV,108,訴,773,20200306,1",108,訴,773,1583452800000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,4307,1,4307,1,40萬元,"88,583元",nan
4308,308,525294,"TCEV,108,中簡,2712,20191223,1",108,中簡,2712,1577059200000,損害賠償,臺中簡易庭,民事判決,1688136019337,4308,1,4308,1,9萬元,87527,"29,000元"
4309,309,525446,"TCEV,108,中簡,3653,20200324,1",108,中簡,3653,1585008000000,損害賠償,臺中簡易庭,民事判決,1688136019337,4309,1,4309,1,"50,000元","4,574","26,667元"
4312,312,590051,"TNDV,107,訴,1117,20200601,1",107,訴,1117,1590969600000,請求損害賠償,臺灣臺南地方法院,民事判決,1688136019337,4312,1,4312,1,"519,420元",nan,nan
4313,313,591636,"TNDV,108,訴,1801,20200109,1",108,訴,1801,1578528000000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,4313,1,4313,1,"100,000元","7,525元","45,800元"
4315,315,3305,"CDEV,110,橋簡,54,20210325,1",110,橋簡,54,1616630400000,損害賠償,橋頭簡易庭,民事判決,1688136019337,4315,1,4315,1,"50,000元","2,270元","23,100元"
4316,316,34475,"CHEV,109,彰小,208,20200623,1",109,彰小,208,1592870400000,損害賠償,彰化簡易庭,民事判決,1688136019337,4316,1,4316,1,"10,000元","3,360元",nan
4317,317,46347,"CPEV,109,竹北簡,420,20201210,1",109,竹北簡,420,1607558400000,損害賠償,竹北簡易庭(含竹東),民事判決,1688136019337,4317,1,4317,1,"100,000","142,639元","27,600"
4319,319,156625,"KLDV,108,基簡,987,20200619,1",108,基簡,987,1592524800000,損害賠償,臺灣基隆地方法院,民事判決,1688136019337,4319,1,4319,1,"60,000元","7,614元","22,000元"
4320,320,211770,"KSDV,109,訴,1282,20201113,1",109,訴,1282,1605225600000,侵權行為損害賠償,臺灣高雄地方法院,民事判決,1688136019337,4320,1,4320,1,"100,000元","17,759元",nan
4322,322,327229,"PCDV,108,訴,3650,20200529,1",108,訴,3650,1590710400000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,4322,1,4322,1,22萬元,nan,nan
4323,323,327511,"PCDV,108,重訴,579,20201104,1",108,重訴,579,1604448000000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,4323,1,4323,1,160萬元,nan,"22,000"
4324,324,371553,"PTDV,109,原訴,4,20200828,1",109,原訴,4,1598572800000,請求侵權行為損害賠償,臺灣屏東地方法院,民事判決,1688136019337,4324,1,4324,1,10萬元,"5,009元",nan
4325,325,404461,"SJEV,108,重簡,364,20200326,1",108,重簡,364,1585180800000,侵權行為損害賠償,三重簡易庭,民事判決,1688136019337,4325,1,4325,1,"60,000元","23,720元","40,000元"
4326,326,430549,"SLDV,109,訴,290,20210112,1",109,訴,290,1610409600000,損害賠償,臺灣士林地方法院,民事判決,1688136019337,4326,1,4326,1,19萬元,"7,430元",nan
4328,328,516343,"TCDV,109,訴,362,20201116,1",109,訴,362,1605484800000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,4328,1,4328,1,3萬6千元,2933,nan
4330,330,597593,"TNEV,109,南簡,1238,20201204,2",109,南簡,1238,1607040000000,侵權行為損害賠償,臺南簡易庭,民事判決,1688136019337,4330,1,4330,1,2萬元,850元,2萬
4331,331,663741,"TPEV,108,北簡,6085,20191120,1",108,北簡,6085,1574208000000,侵權行為損害賠償,臺北簡易庭,民事判決,1688136019337,4331,1,4331,1,"20,000元","13,970",nan
4335,335,481,"CCEV,108,潮簡,551,20200130,1",108,潮簡,551,1580342400000,損害賠償,潮州簡易庭,民事判決,1688136019337,4335,1,4335,1,1萬元,350元,6萬元
4336,336,78601,"CTDV,109,保險,6,20201225,1",109,保險,6,1608854400000,給付保險金,臺灣橋頭地方法院,民事判決,1688136019337,4336,1,4336,1,nan,nan,nan
4337,337,79939,"CTDV,110,簡,113,20210421,1",110,簡,113,1618963200000,損害賠償等,臺灣橋頭地方法院,民事判決,1688136019337,4337,1,4337,1,"300,000元","167,444元","22,000"
4338,338,106562,"FSEV,109,鳳簡,140,20200513,1",109,鳳簡,140,1589328000000,損害賠償,鳳山簡易庭,民事判決,1688136019337,4338,1,4338,1,15萬8280元,4720元,nan
4339,339,143654,"ILDV,110,簡,11,20210223,1",110,簡,11,1614038400000,損害賠償,臺灣宜蘭地方法院,民事判決,1688136019337,4339,1,4339,1,3萬元,840元,"32,000元"
4340,340,157439,"KLDV,109,訴,129,20200527,1",109,訴,129,1590537600000,損害賠償,臺灣基隆地方法院,民事判決,1688136019337,4340,1,4340,1,"350,000元","29,762元",nan
4341,341,267560,"OLEV,109,員簡,376,20210129,1",109,員簡,376,1611878400000,損害賠償,員林簡易庭,民事判決,1688136019337,4341,1,4341,1,"80,000元","7,205元","26,000元"
4342,342,324254,"PCDV,107,訴,2791,20200917,1",107,訴,2791,1600300800000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,4342,1,4342,1,50萬元,"93,697元","22,000元"
4344,344,393939,"SCDV,108,訴,606,20200612,1",108,訴,606,1591920000000,損害賠償,臺灣新竹地方法院,民事判決,1688136019337,4344,1,4344,1,100萬元,"14萬5,170元","2萬2,000元"
4345,345,393990,"SCDV,108,訴,851,20200218,1",108,訴,851,1581984000000,損害賠償,臺灣新竹地方法院,民事判決,1688136019337,4345,1,4345,1,"200,000元","96,161","89,676元"
4346,346,405673,"SJEV,109,重簡,677,20201215,4",109,重簡,677,1607990400000,侵權行為損害賠償,三重簡易庭,民事判決,1688136019337,4346,1,4346,1,nan,nan,nan
4347,347,512455,"TCDV,108,訴,3508,20200714,1",108,訴,3508,1594684800000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,4347,1,4347,1,"100,000元","870,391元","36,383元"
4348,348,512758,"TCDV,108,重訴,336,20200911,1",108,重訴,336,1599782400000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,4348,1,4348,1,100萬元,1萬5730元,4萬5800元
4350,350,648753,"TPDV,107,國,45,20201030,1",107,國,45,1604016000000,國家賠償,臺灣臺北地方法院,民事判決,1688136019337,4350,1,4350,1,"1,500,000元","434,651元","38,000元"
4352,352,823478,"ULDV,108,訴,626,20201029,2",108,訴,626,1603929600000,損害賠償,臺灣雲林地方法院,民事判決,1688136019337,4352,1,4352,1,50萬元,"61,366元","23,800元"
4354,354,77742,"CTDV,107,訴,831,20200320,2",107,訴,831,1584662400000,損害賠償,臺灣橋頭地方法院,民事判決,1688136019337,4354,1,4354,1,"150,000元","22,514元","20,008元"
4355,355,125571,"HLDV,109,訴,307,20210128,1",109,訴,307,1611792000000,侵權行為損害賠償,臺灣花蓮地方法院,民事判決,1688136019337,4355,1,4355,1,3萬元,540元,"25,000元"
4356,356,157117,"KLDV,109,基小,3099,20210126,1",109,基小,3099,1611619200000,損害賠償,臺灣基隆地方法院,民事判決,1688136019337,4356,1,4356,1,"8,000元",690元,nan
4358,358,217595,"KSEV,109,雄簡,1043,20200630,1",109,雄簡,1043,1593475200000,損害賠償,高雄簡易庭,民事判決,1688136019337,4358,1,4358,1,30萬元,nan,nan
4359,359,248275,"MLDV,109,訴,171,20201007,2",109,訴,171,1602028800000,侵權行為損害賠償,臺灣苗栗地方法院,民事判決,1688136019337,4359,1,4359,1,"100,000元","68,474元","8,000"
4361,361,370958,"PTDV,107,重訴,162,20200303,1",107,重訴,162,1583193600000,請求侵權行為損害賠償,臺灣屏東地方法院,民事判決,1688136019337,4361,1,4361,1,50萬元,"5,205元",22000
4362,362,405558,"SJEV,109,重簡,2340,20210312,1",109,重簡,2340,1615507200000,侵權行為損害賠償,三重簡易庭,民事判決,1688136019337,4362,1,4362,1,"60,000元","1,090元",nan
4363,363,512108,"TCDV,108,訴,1957,20200826,1",108,訴,1957,1598400000000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,4363,1,4363,1,nan,"2,670",nan
4364,364,515975,"TCDV,109,訴,1796,20200820,1",109,訴,1796,1597881600000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,4364,1,4364,1,"300,000元","15,945元","26,400元"
4365,365,516210,"TCDV,109,訴,2916,20210219,1",109,訴,2916,1613692800000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,4365,1,4365,1,"10,000",500,nan
4368,368,698108,"TPHV,109,訴,28,20201216,1",109,訴,28,1608076800000,侵權行為損害賠償,臺灣高等法院,民事判決,1688136019337,4368,1,4368,1,40萬元,"67,425","41,000"
4369,369,805834,"TYEV,108,桃簡,1321,20191227,1",108,桃簡,1321,1577404800000,損害賠償,桃園簡易庭,民事判決,1688136019337,4369,1,4369,1,"60,000元",nan,nan
4370,370,823483,"ULDV,108,訴,647,20200827,1",108,訴,647,1598486400000,損害賠償,臺灣雲林地方法院,民事判決,1688136019337,4370,1,4370,1,15萬元,"7,427元","25,000元"
4371,371,823737,"ULDV,109,訴,305,20210203,1",109,訴,305,1612310400000,損害賠償,臺灣雲林地方法院,民事判決,1688136019337,4371,1,4371,1,25萬元,nan,"48,647元"
4372,372,655,"CCEV,109,潮簡,191,20200514,1",109,潮簡,191,1589414400000,侵權行為損害賠償,潮州簡易庭,民事判決,1688136019337,4372,1,4372,1,5萬元,994元,"2萬7,990元"
4373,373,2309,"CDEV,108,橋簡,866,20200416,1",108,橋簡,866,1586995200000,損害賠償,橋頭簡易庭,民事判決,1688136019337,4373,1,4373,1,nan,nan,nan
4374,374,101757,"CYDV,109,訴,27,20200519,1",109,訴,27,1589846400000,損害賠償,臺灣嘉義地方法院,民事判決,1688136019337,4374,1,4374,1,7萬元,"5萬9,116元","2萬8,978元"
4375,375,211830,"KSDV,109,訴,16,20200423,1",109,訴,16,1587600000000,侵權行為損害賠償,臺灣高雄地方法院,民事判決,1688136019337,4375,1,4375,1,"80,000元","16,344元","22,000元"
4376,376,216750,"KSEV,108,雄簡,1867,20191217,1",108,雄簡,1867,1576540800000,損害賠償,高雄簡易庭,民事判決,1688136019337,4376,1,4376,1,"100,000元","4,959","49,590元"
4377,377,438696,"SLEV,109,士小,283,20200224,1",109,士小,283,1582502400000,侵權行為損害賠償,士林簡易庭,民事判決,1688136019337,4377,1,4377,1,nan,"3萬6,313",nan
4378,378,438942,"SLEV,109,士簡,1250,20201117,1",109,士簡,1250,1605571200000,侵權行為損害賠償,士林簡易庭,民事判決,1688136019337,4378,1,4378,1,2萬元,nan,1萬5.000元
4379,379,439622,"SLEV,110,士小,47,20210120,1",110,士小,47,1611100800000,侵權行為損害賠償,士林簡易庭,民事判決,1688136019337,4379,1,4379,1,"18,000元","1,020元",nan
4380,380,512663,"TCDV,108,訴,944,20201005,1",108,訴,944,1601856000000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,4380,1,4380,1,nan,nan,nan
4381,381,526558,"TCEV,109,中簡,1396,20200828,1",109,中簡,1396,1598572800000,損害賠償,臺中簡易庭,民事判決,1688136019337,4381,1,4381,1,15萬元,"124,007元",4萬
4384,384,606707,"TNHV,107,上易,302,20191231,1",107,上易,302,1577750400000,侵權行為損害賠償,臺灣高等法院臺南分院,民事判決,1688136019337,4384,1,4384,1,4萬元,2萬0853元,nan
4385,385,661971,"TPEV,108,北保險簡,29,20200131,1",108,北保險簡,29,1580428800000,損害賠償等,臺北簡易庭,民事判決,1688136019337,4385,1,4385,1,nan,nan,nan
4386,386,665036,"TPEV,109,北簡,12912,20201030,1",109,北簡,12912,1604016000000,侵權行為損害賠償,臺北簡易庭,民事判決,1688136019337,4386,1,4386,1,10萬元,"135,373元",nan
4388,388,797597,"TYDV,108,訴,374,20201231,2",108,訴,374,1609372800000,損害賠償,臺灣桃園地方法院,民事判決,1688136019337,4388,1,4388,1,16萬元,"10,949元","23,408元"
4389,389,797651,"TYDV,108,訴,633,20191223,1",108,訴,633,1577059200000,損害賠償,臺灣桃園地方法院,民事判決,1688136019337,4389,1,4389,1,10萬元,"249,622元","23,100元"
4390,390,799850,"TYDV,109,訴,1754,20201126,1",109,訴,1754,1606348800000,損害賠償,臺灣桃園地方法院,民事判決,1688136019337,4390,1,4390,1,"42萬5,000元",nan,nan
4392,392,3310,"CDEV,110,橋簡,55,20210326,1",110,橋簡,55,1616716800000,損害賠償,橋頭簡易庭,民事判決,1688136019337,4392,1,4392,1,"60,000元","4,934元",nan
4393,393,31328,"CHDV,108,訴,1051,20200313,1",108,訴,1051,1584057600000,損害賠償,臺灣彰化地方法院,民事判決,1688136019337,4393,1,4393,1,6萬元,35000元,25000元
4394,394,38107,"CLEV,109,壢簡,481,20200831,1",109,壢簡,481,1598832000000,損害賠償,中壢簡易庭,民事判決,1688136019337,4394,1,4394,1,"50,000元","50,706元",nan
4395,395,217681,"KSEV,109,雄簡,1562,20201015,2",109,雄簡,1562,1602720000000,損害賠償,高雄簡易庭,民事判決,1688136019337,4395,1,4395,1,"100,000元","81,243元",nan
4397,397,265427,"NTDV,109,訴,197,20200825,2",109,訴,197,1598313600000,損害賠償,臺灣南投地方法院,民事判決,1688136019337,4397,1,4397,1,180萬元,"2萬2,110元",10萬元
4398,398,327210,"PCDV,108,訴,3549,20201126,1",108,訴,3549,1606348800000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,4398,1,4398,1,40萬元,"23萬3,723元","19,622"
4400,400,395714,"SCDV,109,訴,162,20200720,1",109,訴,162,1595203200000,損害賠償,臺灣新竹地方法院,民事判決,1688136019337,4400,1,4400,1,30萬元,"105,237元","6萬5,000元"
4401,401,428095,"SLDV,108,訴,1583,20200227,1",108,訴,1583,1582761600000,損害賠償,臺灣士林地方法院,民事判決,1688136019337,4401,1,4401,1,35萬元,"5萬7,678元","11萬5,644元"
4402,402,438992,"SLEV,109,士簡,1543,20201218,1",109,士簡,1543,1608249600000,損害賠償,士林簡易庭,民事判決,1688136019337,4402,1,4402,1,"100,000元",13237元,nan
4403,403,516280,"TCDV,109,訴,3283,20210128,1",109,訴,3283,1611792000000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,4403,1,4403,1,10萬元,"95,120",nan
4404,404,525322,"TCEV,108,中簡,2899,20200226,1",108,中簡,2899,1582675200000,損害賠償,臺中簡易庭,民事判決,1688136019337,4404,1,4404,1,"0,000","136,393",nan
4406,406,591596,"TNDV,108,訴,1604,20191211,1",108,訴,1604,1576022400000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,4406,1,4406,1,"100,000元","4,240元",nan
4409,409,806659,"TYEV,109,桃簡,1363,20210129,1",109,桃簡,1363,1611878400000,損害賠償,桃園簡易庭,民事判決,1688136019337,4409,1,4409,1,12萬元,"4,615元",nan
4410,410,32300,"CHDV,109,訴,296,20200520,1",109,訴,296,1589932800000,損害賠償,臺灣彰化地方法院,民事判決,1688136019337,4410,1,4410,1,18萬元,"6,372元","23,100元"
4411,411,79462,"CTDV,109,訴,956,20201130,1",109,訴,956,1606694400000,損害賠償,臺灣橋頭地方法院,民事判決,1688136019337,4411,1,4411,1,15萬元,"165,844元","31,924元"
4412,412,80037,"CTDV,110,簡,64,20210429,1",110,簡,64,1619654400000,損害賠償,臺灣橋頭地方法院,民事判決,1688136019337,4412,1,4412,1,20萬元,"166,600","23,800元"
4413,413,101834,"CYDV,109,訴,574,20201231,1",109,訴,574,1609372800000,損害賠償,臺灣嘉義地方法院,民事判決,1688136019337,4413,1,4413,1,10萬元,"55,329元","23,100元"
4414,414,209976,"KSDV,108,訴,240,20191211,2",108,訴,240,1576022400000,侵權行為損害賠償,臺灣高雄地方法院,民事判決,1688136019337,4414,1,4414,1,"800,000元","13,530元","21,009元"
4415,415,212130,"KSDV,109,重訴,71,20200715,1",109,重訴,71,1594771200000,侵權行為損害賠償,臺灣高雄地方法院,民事判決,1688136019337,4415,1,4415,1,300萬元,4330元,nan
4416,416,217926,"KSEV,109,雄簡,916,20200630,2",109,雄簡,916,1593475200000,損害賠償,高雄簡易庭,民事判決,1688136019337,4416,1,4416,1,8萬元,"2,130元","22,000元"
4417,417,324176,"PCDV,107,訴,2425,20210121,1",107,訴,2425,1611187200000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,4417,1,4417,1,80萬元,"12,310元",7萬元
4419,419,507756,"TCDV,107,訴,2902,20200501,1",107,訴,2902,1588291200000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,4419,1,4419,1,200000元,1200元,nan
4420,420,526692,"TCEV,109,中簡,2166,20201124,1",109,中簡,2166,1606176000000,損害賠償,臺中簡易庭,民事判決,1688136019337,4420,1,4420,1,"70,000元","32,934元","12,000"
4424,424,593183,"TNDV,109,訴,427,20201110,1",109,訴,427,1604966400000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,4424,1,4424,1,18萬元,"10萬0,968元","4萬7,100元"
4425,425,598186,"TNEV,110,南簡,128,20210331,1",110,南簡,128,1617148800000,侵權行為損害賠償,臺南簡易庭,民事判決,1688136019337,4425,1,4425,1,"650,000元","133,140元","46,200元"
4426,426,662767,"TPEV,108,北小,4808,20191231,2",108,北小,4808,1577750400000,侵權行為損害賠償,臺北簡易庭,民事判決,1688136019337,4426,1,4426,1,"20,000元",nan,nan
4429,429,797996,"TYDV,109,原訴,6,20200608,1",109,原訴,6,1591574400000,損害賠償,臺灣桃園地方法院,民事判決,1688136019337,4429,1,4429,1,15萬元,8萬59元,3萬元
4430,430,799815,"TYDV,109,訴,1594,20201112,1",109,訴,1594,1605139200000,損害賠償,臺灣桃園地方法院,民事判決,1688136019337,4430,1,4430,1,"311,514元","15,463元",nan
4432,432,806146,"TYEV,109,桃保險小,305,20201030,1",109,桃保險小,305,1604016000000,損害賠償,桃園簡易庭,民事判決,1688136019337,4432,1,4432,1,nan,nan,nan
4433,433,31363,"CHDV,108,訴,1248,20201119,1",108,訴,1248,1605744000000,損害賠償,臺灣彰化地方法院,民事判決,1688136019337,4433,1,4433,1,"50,000元","4,824元",1萬5千
4435,435,112639,"FYEV,108,豐簡,646,20191212,1",108,豐簡,646,1576108800000,損害賠償,豐原簡易庭,民事判決,1688136019337,4435,1,4435,1,10萬元,"327,515元",nan
4436,436,143305,"ILDV,108,訴,593,20210202,2",108,訴,593,1612224000000,損害賠償,臺灣宜蘭地方法院,民事判決,1688136019337,4436,1,4436,1,"200,000元","16,768元","22,000元"
4437,437,246976,"MLDV,107,訴,508,20191226,1",107,訴,508,1577318400000,侵權行為損害賠償,臺灣苗栗地方法院,民事判決,1688136019337,4437,1,4437,1,"500,000元","131,974","21,009元"
4438,438,330972,"PCDV,109,訴,2400,20201130,2",109,訴,2400,1606694400000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,4438,1,4438,1,1萬元,"6,530元",6萬元
4439,439,339130,"PCEV,109,板小,1481,20200710,2",109,板小,1481,1594339200000,侵權行為損害賠償,板橋簡易庭,民事判決,1688136019337,4439,1,4439,1,nan,nan,nan
4440,440,430613,"SLDV,109,訴,748,20200918,1",109,訴,748,1600387200000,損害賠償,臺灣士林地方法院,民事判決,1688136019337,4440,1,4440,1,15萬元,"117,160元","23,100元"
4441,441,512661,"TCDV,108,訴,935,20200817,1",108,訴,935,1597622400000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,4441,1,4441,1,"200,000元","6,964元","22,000元"
4442,442,516649,"TCDV,109,重訴,520,20210203,1",109,重訴,520,1612310400000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,4442,1,4442,1,150萬元,"1,070元",nan
4445,445,652580,"TPDV,108,訴,4021,20200226,1",108,訴,4021,1582675200000,侵權行為損害賠償,臺灣臺北地方法院,民事判決,1688136019337,4445,1,4445,1,10萬元,"16萬2,807元","7萬8,660元"
4446,446,652700,"TPDV,108,訴,4905,20201221,2",108,訴,4905,1608508800000,侵權行為損害賠償,臺灣臺北地方法院,民事判決,1688136019337,4446,1,4446,1,5萬元,"546,255元","20,000元"
4447,447,794439,"TYDV,108,原重訴,8,20191218,1",108,原重訴,8,1576627200000,損害賠償,臺灣桃園地方法院,民事判決,1688136019337,4447,1,4447,1,200萬元,59萬7313元,2萬1009元
4450,450,79396,"CTDV,109,訴,706,20201130,1",109,訴,706,1606694400000,損害賠償,臺灣橋頭地方法院,民事判決,1688136019337,4450,1,4450,1,15萬元,"8,557元",nan
4451,451,211912,"KSDV,109,訴,324,20210205,1",109,訴,324,1612483200000,侵權行為損害賠償,臺灣高雄地方法院,民事判決,1688136019337,4451,1,4451,1,nan,nan,nan
4453,453,331065,"PCDV,109,訴,2891,20201120,1",109,訴,2891,1605830400000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,4453,1,4453,1,5萬元,"11萬5,328元",nan
4454,454,331386,"PCDV,109,訴更一,16,20210127,1",109,訴更一,16,1611705600000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,4454,1,4454,1,20萬元,"44萬1,350元","3萬5,000元"
4457,457,512156,"TCDV,108,訴,2121,20200724,1",108,訴,2121,1595548800000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,4457,1,4457,1,10萬元,"104,236元","21,009元"
4460,460,545086,"TCHV,108,訴易,60,20200115,1",108,訴易,60,1579046400000,損害賠償,臺灣高等法院臺中分院,民事判決,1688136019337,4460,1,4460,1,50萬元,"179,808元","23,000元"
4461,461,593167,"TNDV,109,訴,356,20200529,1",109,訴,356,1590710400000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,4461,1,4461,1,10萬元,"14,392元","25,000元"
4463,463,664529,"TPEV,109,北小,370,20200422,1",109,北小,370,1587513600000,侵權行為損害賠償,臺北簡易庭,民事判決,1688136019337,4463,1,4463,1,"14,132元",700元,nan
4467,467,799753,"TYDV,109,訴,1336,20201106,1",109,訴,1336,1604620800000,損害賠償,臺灣桃園地方法院,民事判決,1688136019337,4467,1,4467,1,30萬元,"7,740元",nan
4468,468,800035,"TYDV,109,訴,2544,20210203,1",109,訴,2544,1612310400000,侵權行為損害賠償,臺灣桃園地方法院,民事判決,1688136019337,4468,1,4468,1,30萬元,"435,219元",nan
4469,469,823421,"ULDV,108,訴,372,20210121,2",108,訴,372,1611187200000,損害賠償,臺灣雲林地方法院,民事判決,1688136019337,4469,1,4469,1,"400,000元","101,833元","24,000元"
4470,470,823497,"ULDV,108,訴,701,20201222,1",108,訴,701,1608595200000,損害賠償,臺灣雲林地方法院,民事判決,1688136019337,4470,1,4470,1,"60,000元","23,371元","22,000元"
4471,471,2300,"CDEV,108,橋簡,816,20200518,1",108,橋簡,816,1589760000000,損害賠償,橋頭簡易庭,民事判決,1688136019337,4471,1,4471,1,"10,000元","2,226元",nan
4472,472,80016,"CTDV,110,簡,38,20210224,1",110,簡,38,1614124800000,損害賠償,臺灣橋頭地方法院,民事判決,1688136019337,4472,1,4472,1,"400,000元","459,511元",3萬元
4474,474,216650,"KSEV,108,雄簡,1209,20200107,2",108,雄簡,1209,1578355200000,損害賠償,高雄簡易庭,民事判決,1688136019337,4474,1,4474,1,"30,000元","6,530元","20,000元"
4475,475,217857,"KSEV,109,雄簡,418,20200430,1",109,雄簡,418,1588204800000,損害賠償,高雄簡易庭,民事判決,1688136019337,4475,1,4475,1,15萬元,"9,848元",nan
4477,477,248108,"MLDV,109,苗簡,191,20200616,1",109,苗簡,191,1592265600000,侵權行為損害賠償,臺灣苗栗地方法院,民事判決,1688136019337,4477,1,4477,1,"277,200元","86,310元",nan
4478,478,331260,"PCDV,109,訴,493,20200528,1",109,訴,493,1590624000000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,4478,1,4478,1,"250,000元","29,250元",nan
4479,479,340036,"PCEV,109,板簡,257,20200605,1",109,板簡,257,1591315200000,侵權行為損害賠償,板橋簡易庭,民事判決,1688136019337,4479,1,4479,1,"20,000元","9,340元","46,800元"
4480,480,343359,"PDEV,109,斗簡,179,20200721,1",109,斗簡,179,1595289600000,損害賠償,北斗簡易庭,民事判決,1688136019337,4480,1,4480,1,"6,000元",450元,nan
4481,481,371345,"PTDV,108,訴,299,20191104,1",108,訴,299,1572825600000,請求侵權行為損害賠償,臺灣屏東地方法院,民事判決,1688136019337,4481,1,4481,1,"200,000元","495,889","22,000元"
4482,482,371510,"PTDV,108,重訴,21,20200424,1",108,重訴,21,1587686400000,請求侵權行為損害賠償,臺灣屏東地方法院,民事判決,1688136019337,4482,1,4482,1,40萬元,nan,2萬元
4483,483,401847,"SDEV,109,沙小,524,20201202,1",109,沙小,524,1606867200000,損害賠償,沙鹿簡易庭,民事判決,1688136019337,4483,1,4483,1,2萬2千元,nan,8萬
4484,484,508405,"TCDV,108,原訴,10,20200325,1",108,原訴,10,1585094400000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,4484,1,4484,1,60萬元,"86,805元",nan
4485,485,525670,"TCEV,109,中國小,3,20201216,1",109,中國小,3,1608076800000,國家賠償,臺中簡易庭,民事判決,1688136019337,4485,1,4485,1,nan,nan,nan
