level_0,index,id,jid,jyear,jcase,jno,jdate_dt,jtitle,jtype,litigation_type,etl_datetime,source_id,source_cnt,source_id_v2,source_cnt_v2,精神慰撫金額,醫療費用,薪資收入,頭頸部,臉,胸部,腹部,背部,骨盆,上肢,下肢,其他,骨折,骨裂,擦挫傷,撕裂傷,鈍傷,損傷,胸部損傷,神經損傷,拉傷,扭傷,灼傷,脫位,壓迫,破缺損,腦震盪,壞死,內出血,水腫,瘀血,栓塞,剝離,截肢,衰竭,休克,失能,死亡,肇責 0/100,肇責 10/90,肇責 20/80,肇責 30/70,肇責 40/60,肇責 50/50,肇責 60/40,肇責 70/30,肇責 80/20,肇責 90/10,肇責 100/0,未滿18歲(高中以下),18-24歲(大學、研究所),25-29歲,30-39歲,40-49歲,50-59歲,60-64歲,65歲以上(退休)
6160,2160,79455,"CTDV,109,訴,915,20201218,1",109,訴,915,1608249600000,損害賠償,臺灣橋頭地方法院,民事判決,1688136019337,6160,1,6160,1,50000.0,2112,21009,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6161,2161,209500,"KSDV,108,國,10,20200612,7",108,國,10,1591920000000,國家賠償,臺灣高雄地方法院,民事判決,1688136019337,6161,1,6161,1,300000.0,5653,28000,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6163,2163,248323,"MLDV,109,訴,425,20200918,1",109,訴,425,1600387200000,侵權行為損害賠償,臺灣苗栗地方法院,民事判決,1688136019337,6163,1,6163,1,150000.0,48814,23100,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6164,2164,392107,"SCDV,107,國,8,20191231,1",107,國,8,1577750400000,國家賠償,臺灣新竹地方法院,民事判決,1688136019337,6164,1,6164,1,300000.0,1600,47457,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6165,2165,439056,"SLEV,109,士簡,32,20200227,1",109,士簡,32,1582761600000,損害賠償,士林簡易庭,民事判決,1688136019337,6165,1,6165,1,10000.0,3996,47457,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6168,2168,512531,"TCDV,108,訴,3874,20200409,1",108,訴,3874,1586390400000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,6168,1,6168,1,1000000.0,188090,47457,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6172,2172,800429,"TYDV,109,重訴,529,20210324,1",109,重訴,529,1616544000000,損害賠償,臺灣桃園地方法院,民事判決,1688136019337,6172,1,6172,1,1000000.0,281244,23100,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6173,2173,823751,"ULDV,109,訴,357,20201019,1",109,訴,357,1603065600000,損害賠償,臺灣雲林地方法院,民事判決,1688136019337,6173,1,6173,1,150000.0,28896,23100,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6174,2174,30625,"CHDV,107,訴,1091,20200317,2",107,訴,1091,1584403200000,損害賠償,臺灣彰化地方法院,民事判決,1688136019337,6174,1,6174,1,800000.0,579975,25000,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6175,2175,34247,"CHEV,108,彰小,817,20191212,1",108,彰小,817,1576108800000,損害賠償,彰化簡易庭,民事判決,1688136019337,6175,1,6175,1,3000.0,21644,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6176,2176,37994,"CLEV,109,壢簡,1395,20210426,1",109,壢簡,1395,1619395200000,損害賠償,中壢簡易庭,民事判決,1688136019337,6176,1,6176,1,20000.0,38410,22000,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6178,2178,143310,"ILDV,108,訴,96,20200331,1",108,訴,96,1585612800000,侵權行為損害賠償,臺灣宜蘭地方法院,民事判決,1688136019337,6178,1,6178,1,180000.0,38635,23100,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6179,2179,327137,"PCDV,108,訴,3213,20200217,5",108,訴,3213,1581897600000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,6179,1,6179,1,150000.0,42167,24000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6180,2180,331370,"PCDV,109,訴,944,20201208,1",109,訴,944,1607385600000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,6180,1,6180,1,200000.0,76165,23100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6182,2182,439136,"SLEV,109,士簡,952,20200930,1",109,士簡,952,1601424000000,侵權行為損害賠償,士林簡易庭,民事判決,1688136019337,6182,1,6182,1,70000.0,15075,23100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6183,2183,512382,"TCDV,108,訴,3209,20200323,2",108,訴,3209,1584921600000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,6183,1,6183,1,200000.0,151767,46000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6184,2184,526759,"TCEV,109,中簡,244,20201012,2",109,中簡,244,1602460800000,損害賠償,臺中簡易庭,民事判決,1688136019337,6184,1,6184,1,100000.0,31950,46000,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6185,2185,547049,"TLEV,108,六小,500,20191209,1",108,六小,500,1575849600000,損害賠償,斗六簡易庭,民事裁定,1688136019337,6185,1,6185,1,100000.0,31950,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6186,2186,652428,"TPDV,108,訴,3068,20201111,1",108,訴,3068,1605052800000,侵權行為損害賠償,臺灣臺北地方法院,民事判決,1688136019337,6186,1,6186,1,80000.0,142724,46000,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6189,2189,797540,"TYDV,108,訴,2618,20200717,1",108,訴,2618,1594944000000,損害賠償,臺灣桃園地方法院,民事判決,1688136019337,6189,1,6189,1,200000.0,21158,46000,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6190,2190,823458,"ULDV,108,訴,546,20191217,1",108,訴,546,1576540800000,損害賠償,臺灣雲林地方法院,民事判決,1688136019337,6190,1,6190,1,200000.0,99444,21009,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6191,2191,32925,"CHDV,110,簡,28,20210407,1",110,簡,28,1617753600000,損害賠償,臺灣彰化地方法院,民事判決,1688136019337,6191,1,6191,1,100000.0,1700,50000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6192,2192,34523,"CHEV,109,彰小,604,20201020,2",109,彰小,604,1603152000000,損害賠償,彰化簡易庭,民事判決,1688136019337,6192,1,6192,1,100000.0,2481,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6193,2193,37233,"CLEV,108,壢簡,1505,20200528,1",108,壢簡,1505,1590624000000,損害賠償,中壢簡易庭,民事判決,1688136019337,6193,1,6193,1,20000.0,980,90000,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6194,2194,79282,"CTDV,109,訴,129,20201015,1",109,訴,129,1602720000000,損害賠償,臺灣橋頭地方法院,民事判決,1688136019337,6194,1,6194,1,200000.0,53696,27557,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6195,2195,114206,"GSEV,109,岡簡,223,20201023,2",109,岡簡,223,1603411200000,損害賠償,岡山簡易庭,民事判決,1688136019337,6195,1,6195,1,35000.0,4508,27557,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6196,2196,209882,"KSDV,108,訴,146,20200215,1",108,訴,146,1581724800000,侵權行為損害賠償,臺灣高雄地方法院,民事判決,1688136019337,6196,1,6196,1,300000.0,114218,21009,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6198,2198,213180,"KSDV,110,簡,66,20210331,1",110,簡,66,1617148800000,侵權行為損害賠償,臺灣高雄地方法院,民事判決,1688136019337,6198,1,6198,1,80000.0,87233,53000,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6199,2199,327174,"PCDV,108,訴,3360,20200310,1",108,訴,3360,1583798400000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,6199,1,6199,1,10000.0,2895,100000,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6200,2200,330887,"PCDV,109,訴,1968,20200908,1",109,訴,1968,1599523200000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,6200,1,6200,1,150000.0,273491,100000,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6201,2201,339459,"PCEV,109,板小,3765,20201209,1",109,板小,3765,1607472000000,侵權行為損害賠償,板橋簡易庭,民事判決,1688136019337,6201,1,6201,1,150000.0,7775,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6205,2205,441835,"SSEV,109,新簡,481,20201231,1",109,新簡,481,1609372800000,損害賠償,新市簡易庭,民事判決,1688136019337,6205,1,6205,1,200000.0,357917,100000,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6206,2206,444939,"SYEV,109,營小,651,20201125,1",109,營小,651,1606262400000,損害賠償,柳營簡易庭,民事判決,1688136019337,6206,1,6206,1,25000.0,3160,25000,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6207,2207,590318,"TNDV,107,訴,592,20200310,1",107,訴,592,1583798400000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,6207,1,6207,1,105000.0,7058,34600,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6208,2208,593151,"TNDV,109,訴,266,20200312,1",109,訴,266,1583971200000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,6208,1,6208,1,400000.0,93498,23100,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6209,2209,718581,"TTEV,108,東簡,260,20191126,1",108,東簡,260,1574726400000,損害賠償,臺東簡易庭,民事判決,1688136019337,6209,1,6209,1,100000.0,51491,23100,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6211,2211,797565,"TYDV,108,訴,2722,20201127,1",108,訴,2722,1606435200000,損害賠償,臺灣桃園地方法院,民事判決,1688136019337,6211,1,6211,1,300000.0,403282,22000,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6212,2212,2706,"CDEV,109,橋簡,321,20200813,1",109,橋簡,321,1597276800000,損害賠償,橋頭簡易庭,民事判決,1688136019337,6212,1,6212,1,100000.0,79944,22000,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6213,2213,34854,"CHEV,110,彰小,44,20210311,1",110,彰小,44,1615420800000,損害賠償,彰化簡易庭,民事判決,1688136019337,6213,1,6213,1,100000.0,79944,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6214,2214,38175,"CLEV,109,壢簡,771,20201013,1",109,壢簡,771,1602547200000,損害賠償,中壢簡易庭,民事判決,1688136019337,6214,1,6214,1,25000.0,4525,45000,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6215,2215,77136,"CTDV,106,訴,881,20200313,1",106,訴,881,1584057600000,損害賠償,臺灣橋頭地方法院,民事判決,1688136019337,6215,1,6215,1,300000.0,134159,45000,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6216,2216,157454,"KLDV,109,訴,241,20200826,1",109,訴,241,1598400000000,損害賠償,臺灣基隆地方法院,民事判決,1688136019337,6216,1,6216,1,5000.0,760,45000,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6217,2217,216525,"KSEV,108,雄小,3498,20200409,1",108,雄小,3498,1586390400000,損害賠償,高雄簡易庭,民事判決,1688136019337,6217,1,6217,1,5000.0,100,45000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6218,2218,216719,"KSEV,108,雄簡,1692,20200206,1",108,雄簡,1692,1580947200000,損害賠償,高雄簡易庭,民事判決,1688136019337,6218,1,6218,1,80000.0,2730,45000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6219,2219,216782,"KSEV,108,雄簡,2032,20191216,1",108,雄簡,2032,1576454400000,損害賠償,高雄簡易庭,民事判決,1688136019337,6219,1,6219,1,10000.0,44442,40000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6220,2220,217687,"KSEV,109,雄簡,1587,20200928,1",109,雄簡,1587,1601251200000,損害賠償,高雄簡易庭,民事判決,1688136019337,6220,1,6220,1,50000.0,11810,15000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6223,2223,326663,"PCDV,108,訴,1026,20200901,1",108,訴,1026,1598918400000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,6223,1,6223,1,250000.0,25270,49740,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6224,2224,371807,"PTDV,109,訴,181,20200721,1",109,訴,181,1595289600000,請求侵權行為損害賠償,臺灣屏東地方法院,民事判決,1688136019337,6224,1,6224,1,250000.0,25270,49740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6225,2225,393871,"SCDV,108,訴,362,20200122,1",108,訴,362,1579651200000,損害賠償,臺灣新竹地方法院,民事判決,1688136019337,6225,1,6225,1,10000.0,25270,49740,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6226,2226,393941,"SCDV,108,訴,624,20191129,2",108,訴,624,1574985600000,損害賠償,臺灣新竹地方法院,民事判決,1688136019337,6226,1,6226,1,90000.0,1770,49740,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6227,2227,395884,"SCDV,109,訴,897,20201222,1",109,訴,897,1608595200000,損害賠償,臺灣新竹地方法院,民事判決,1688136019337,6227,1,6227,1,300000.0,36230,49740,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6228,2228,428151,"SLDV,108,訴,1887,20201225,1",108,訴,1887,1608854400000,侵權行為損害賠償,臺灣士林地方法院,民事判決,1688136019337,6228,1,6228,1,150000.0,382257,22000,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6230,2230,516504,"TCDV,109,訴,760,20200903,1",109,訴,760,1599091200000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,6230,1,6230,1,100000.0,22989,22000,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6231,2231,526817,"TCEV,109,中簡,2764,20201223,1",109,中簡,2764,1608681600000,損害賠償,臺中簡易庭,民事判決,1688136019337,6231,1,6231,1,30000.0,2710,318335,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6234,2234,589100,"TNDV,106,重訴,340,20191231,1",106,重訴,340,1577750400000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,6234,1,6234,1,20000.0,2718,318335,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6236,2236,598162,"TNEV,110,南簡,119,20210311,1",110,南簡,119,1615420800000,侵權行為損害賠償,臺南簡易庭,民事判決,1688136019337,6236,1,6236,1,500000.0,148145,22000,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6238,2238,649813,"TPDV,107,訴,4011,20200220,1",107,訴,4011,1582156800000,損害賠償,臺灣臺北地方法院,民事判決,1688136019337,6238,1,6238,1,150000.0,16276,20750,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6240,2240,793968,"TYDV,107,訴,2935,20200120,1",107,訴,2935,1579478400000,損害賠償,臺灣桃園地方法院,民事判決,1688136019337,6240,1,6240,1,100000.0,189696,23100,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6241,2241,800368,"TYDV,109,重訴,28,20201119,1",109,重訴,28,1605744000000,損害賠償,臺灣桃園地方法院,民事判決,1688136019337,6241,1,6241,1,1500000.0,1710,23100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6242,2242,824022,"ULDV,110,簡,27,20210316,1",110,簡,27,1615852800000,損害賠償,臺灣雲林地方法院,民事判決,1688136019337,6242,1,6242,1,300000.0,41686,23100,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6243,2243,2687,"CDEV,109,橋簡,216,20200806,2",109,橋簡,216,1596672000000,損害賠償,橋頭簡易庭,民事判決,1688136019337,6243,1,6243,1,50000.0,15292,23100,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6244,2244,31335,"CHDV,108,訴,1099,20200115,1",108,訴,1099,1579046400000,損害賠償,臺灣彰化地方法院,民事判決,1688136019337,6244,1,6244,1,240000.0,110840,23100,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6245,2245,37242,"CLEV,108,壢簡,1568,20200420,1",108,壢簡,1568,1587340800000,損害賠償,中壢簡易庭,民事判決,1688136019337,6245,1,6245,1,80000.0,110840,23100,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6246,2246,79410,"CTDV,109,訴,750,20201231,1",109,訴,750,1609372800000,損害賠償,臺灣橋頭地方法院,民事判決,1688136019337,6246,1,6246,1,200000.0,83121,23100,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6247,2247,124474,"HLDV,107,重訴,39,20200310,2",107,重訴,39,1583798400000,侵權行為損害賠償,臺灣花蓮地方法院,民事判決,1688136019337,6247,1,6247,1,1000000.0,1433,23100,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6248,2248,126708,"HLEV,108,花簡,411,20200227,1",108,花簡,411,1582761600000,侵權行為損害賠償,花蓮簡易庭(含玉里),民事判決,1688136019337,6248,1,6248,1,100000.0,7443,30000,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6249,2249,143501,"ILDV,109,訴,357,20201111,1",109,訴,357,1605052800000,侵權行為損害賠償,臺灣宜蘭地方法院,民事判決,1688136019337,6249,1,6249,1,300000.0,7443,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
